NUTS level,NUTS code,Region name,Transaction code,Transaction,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
NUTS3,UKN09,Ards and North Down,D.7,"Other current transfers, paid",544,681,655,760,674,774,687,767,690,740,927,828,823,1032,1096,1111,1191,1027,1019,1056,1070,1101
NUTS3,UKN09,Ards and North Down,NA,Secondary uses total,4176,4435,4522,4904,4995,5467,5695,6126,6301,6570,7227,7136,6890,7245,7437,7278,7120,7213,7283,7431,7578,7422
NUTS3,UKN09,Ards and North Down,NA,Balance of secondary income,-1664,-1740,-1925,-2093,-2236,-2348,-2356,-2463,-2413,-2496,-2763,-2548,-2070,-1926,-1918,-1466,-1050,-1259,-980,-806,-680,-256
NUTS3,UKN09,Ards and North Down,B.6g,Gross Disposable Income,9537,9570,9910,10547,10794,11446,11812,12283,12890,13476,13985,14387,14523,14735,15138,15482,16145,16410,16802,17268,18245,19160
NUTS3,UKN10,Derry City and Strabane,B.2g,Operating surplus,843,906,940,835,884,893,1020,1064,1173,1343,1188,1403,1176,1070,1057,1157,1147,1198,1130,1284,1462,1650
NUTS3,UKN10,Derry City and Strabane,B.3g,Mixed income,823,806,929,944,976,1150,1244,1342,1492,1614,1490,1431,1397,1374,1397,1373,1413,1477,1510,1462,1529,1662
NUTS3,UKN10,Derry City and Strabane,D.1,Compensation of employees,4671,4729,5151,5303,5643,6019,6345,6836,7428,7803,8338,7993,8000,8304,8615,8706,8963,8858,9047,9258,9576,9928
NUTS3,UKN10,Derry City and Strabane,D.4,"Property income, received",1680,1777,1567,1785,1715,1999,1838,2040,2454,2460,2758,2656,2091,2205,2165,1931,1996,2285,2225,1975,1889,2065
NUTS3,UKN10,Derry City and Strabane,NA,Primary resources total,8017,8218,8587,8867,9218,10062,10448,11282,12547,13220,13774,13483,12664,12953,13233,13168,13519,13818,13912,13979,14456,15306
NUTS3,UKN10,Derry City and Strabane,D.4,"Property income, paid",239,267,253,255,247,228,269,357,496,545,694,856,253,205,141,225,143,227,163,173,109,189
NUTS3,UKN10,Derry City and Strabane,NA,Primary uses total,239,267,253,255,247,228,269,357,496,545,694,856,253,205,141,225,143,227,163,173,109,189
NUTS3,UKN10,Derry City and Strabane,B.5g,Balance of primary incomes,7778,7951,8334,8611,8971,9835,10180,10925,12051,12674,13079,12627,12411,12748,13092,12943,13376,13591,13749,13807,14346,15117
NUTS3,UKN10,Derry City and Strabane,D.61/D.62,Imputed social contributions/Social benefits received,1961,2055,1994,2180,2309,2534,2994,3258,3549,3609,3736,3958,4226,4577,4707,4885,4931,5193,5083,5204,5120,5103
NUTS3,UKN10,Derry City and Strabane,D.7,"Other current transfers, received",396,492,486,553,507,570,494,549,499,520,684,583,556,709,799,860,897,721,718,737,735,787
NUTS3,UKN10,Derry City and Strabane,NA,Secondary resources total,2358,2548,2480,2733,2815,3104,3487,3808,4047,4129,4420,4541,4782,5287,5506,5745,5828,5914,5802,5941,5855,5889
NUTS3,UKN10,Derry City and Strabane,D.5,"Current taxes on income, wealth etc",835,900,938,977,1023,1061,1202,1324,1443,1493,1578,1597,1536,1542,1577,1547,1540,1461,1455,1509,1516,1539
NUTS3,UKN10,Derry City and Strabane,D.61/D.62,Social contributions/Social benefits paid,1826,2003,1934,1983,2047,2310,2363,2532,2886,3009,3304,3045,2905,3162,3255,3062,3070,3194,3149,3048,3091,3160
NUTS3,UKN10,Derry City and Strabane,D.7,"Other current transfers, paid",447,552,545,617,576,657,602,675,636,657,812,731,735,915,972,988,1060,892,895,931,929,960
NUTS3,UKN10,Derry City and Strabane,NA,Secondary uses total,3107,3455,3417,3576,3646,4027,4167,4530,4965,5158,5695,5373,5175,5619,5804,5597,5670,5547,5499,5488,5536,5658
NUTS3,UKN10,Derry City and Strabane,NA,Balance of secondary income,-749,-907,-937,-843,-831,-923,-680,-722,-918,-1030,-1274,-832,-394,-332,-298,148,158,368,302,453,320,231
NUTS3,UKN10,Derry City and Strabane,B.6g,Gross Disposable Income,7029,7044,7397,7768,8140,8911,9500,10203,11134,11645,11805,11795,12018,12415,12794,13092,13534,13959,14052,14259,14666,15348
NUTS3,UKN11,Mid Ulster,B.2g,Operating surplus,1157,1238,1292,1437,1373,1372,1414,1554,1482,1584,1507,1511,1190,1144,1230,1272,1317,1442,1480,1597,1665,1761
NUTS3,UKN11,Mid Ulster,B.3g,Mixed income,1109,1061,1182,1261,1286,1432,1562,1810,2127,2223,2076,1944,1778,1700,1717,1677,1733,1875,1916,2051,2208,2369
NUTS3,UKN11,Mid Ulster,D.1,Compensation of employees,4500,4714,5198,5522,5914,6066,6607,7061,7415,7993,8325,8111,8204,8488,8815,8730,9045,9475,9725,10145,11077,11607
NUTS3,UKN11,Mid Ulster,D.4,"Property income, received",1929,1961,1788,2052,1922,2124,2157,2387,2608,2682,3147,3101,2675,2742,2690,2380,2443,2802,2799,2801,2787,2945
NUTS3,UKN11,Mid Ulster,NA,Primary resources total,8694,8974,9459,10272,10495,10994,11740,12812,13632,14482,15055,14667,13847,14074,14452,14059,14538,15595,15920,16595,17736,18682
NUTS3,UKN11,Mid Ulster,D.4,"Property income, paid",329,366,349,440,385,351,374,523,628,645,882,923,257,221,166,249,166,274,214,217,128,206
NUTS3,UKN11,Mid Ulster,NA,Primary uses total,329,366,349,440,385,351,374,523,628,645,882,923,257,221,166,249,166,274,214,217,128,206
NUTS3,UKN11,Mid Ulster,B.5g,Balance of primary incomes,8366,8608,9110,9832,10110,10643,11366,12289,13003,13837,14173,13744,13591,13854,14286,13810,14372,15320,15706,16379,17609,18476
NUTS3,UKN11,Mid Ulster,D.61/D.62,Imputed social contributions/Social benefits received,2063,2113,2049,2019,2023,2182,2590,2795,3082,3142,3289,3440,3689,3956,4027,4218,4279,4327,4284,4270,4248,4241
NUTS3,UKN11,Mid Ulster,D.7,"Other current transfers, received",422,529,521,606,532,594,515,587,511,561,723,603,569,746,839,888,922,775,776,794,854,911
NUTS3,UKN11,Mid Ulster,NA,Secondary resources total,2485,2643,2570,2625,2555,2775,3105,3382,3593,3704,4012,4043,4258,4701,4866,5106,5201,5101,5061,5064,5103,5152
NUTS3,UKN11,Mid Ulster,D.5,"Current taxes on income, wealth etc",794,908,996,1044,1098,1108,1267,1388,1463,1570,1629,1643,1593,1599,1707,1622,1548,1540,1599,1670,1913,2059
NUTS3,UKN11,Mid Ulster,D.61/D.62,Social contributions/Social benefits paid,1863,1972,1944,2126,2207,2422,2606,2768,2965,3181,3391,3187,3290,3573,3566,3304,3472,3776,3515,3627,3675,3633
NUTS3,UKN11,Mid Ulster,D.7,"Other current transfers, paid",474,591,582,671,603,682,625,713,649,699,852,751,748,950,1011,1013,1081,941,948,984,1041,1077
NUTS3,UKN11,Mid Ulster,NA,Secondary uses total,3131,3471,3521,3841,3909,4212,4498,4869,5078,5450,5872,5581,5631,6123,6284,5939,6101,6257,6063,6281,6630,6769
NUTS3,UKN11,Mid Ulster,NA,Balance of secondary income,-646,-828,-951,-1216,-1354,-1437,-1393,-1487,-1485,-1746,-1861,-1538,-1372,-1421,-1418,-833,-900,-1155,-1002,-1217,-1527,-1617
NUTS3,UKN11,Mid Ulster,B.6g,Gross Disposable Income,7719,7780,8159,8615,8756,9206,9973,10801,11518,12091,12312,12207,12218,12433,12868,12977,13472,14165,14704,15161,16082,16859
NUTS3,UKN12,Causeway Coast and Glens,B.2g,Operating surplus,1086,1164,1212,1284,1479,1468,1480,1428,1669,1850,1769,1789,1449,1415,1561,1654,1677,1761,1730,1872,2021,2094
NUTS3,UKN12,Causeway Coast and Glens,B.3g,Mixed income,845,830,955,985,1033,1210,1297,1387,1554,1676,1569,1487,1446,1444,1503,1477,1527,1594,1635,1802,2049,2220
NUTS3,UKN12,Causeway Coast and Glens,D.1,Compensation of employees,4671,4730,5158,5300,5628,6009,6335,6829,7420,7795,8337,7995,8052,8471,8723,8869,8992,9274,10082,10249,10730,11307
NUTS3,UKN12,Causeway Coast and Glens,D.4,"Property income, received",1680,1777,1568,1786,1715,2000,1840,2041,2455,2460,2759,2657,2233,2417,2414,2112,1997,2409,2316,2343,2448,2651
NUTS3,UKN12,Causeway Coast and Glens,NA,Primary resources total,8282,8500,8892,9354,9854,10688,10952,11686,13099,13781,14434,13927,13180,13747,14201,14111,14193,15039,15763,16267,17247,18272
NUTS3,UKN12,Causeway Coast and Glens,D.4,"Property income, paid",309,343,327,393,413,374,390,480,706,751,1035,1091,312,272,209,322,210,334,249,252,152,241
NUTS3,UKN12,Causeway Coast and Glens,NA,Primary uses total,309,343,327,393,413,374,390,480,706,751,1035,1091,312,272,209,322,210,334,249,252,152,241
NUTS3,UKN12,Causeway Coast and Glens,B.5g,Balance of primary incomes,7974,8157,8565,8962,9441,10313,10562,11206,12393,13030,13400,12836,12869,13475,13992,13789,13984,14705,15514,16015,17095,18031
NUTS3,UKN12,Causeway Coast and Glens,D.61/D.62,Imputed social contributions/Social benefits received,1832,1882,1795,1960,2090,2308,2786,3047,3310,3384,3492,3732,4040,4352,4485,4642,4702,4853,5054,5103,5087,5116
NUTS3,UKN12,Causeway Coast and Glens,D.7,"Other current transfers, received",400,498,492,562,516,581,501,555,505,527,695,589,560,716,810,871,909,777,782,805,842,900
NUTS3,UKN12,Causeway Coast and Glens,NA,Secondary resources total,2232,2381,2286,2522,2606,2889,3287,3603,3815,3911,4186,4321,4600,5068,5295,5512,5611,5630,5836,5908,5929,6016
NUTS3,UKN12,Causeway Coast and Glens,D.5,"Current taxes on income, wealth etc",856,922,965,1009,1050,1088,1241,1371,1485,1531,1622,1651,1591,1598,1642,1620,1614,1627,1758,1787,1908,2010
NUTS3,UKN12,Causeway Coast and Glens,D.61/D.62,Social contributions/Social benefits paid,1826,2003,1935,1982,2045,2308,2362,2531,2885,3008,3304,3045,3031,3495,3524,3350,3117,3473,3264,3184,3278,3233
NUTS3,UKN12,Causeway Coast and Glens,D.7,"Other current transfers, paid",457,565,557,632,592,675,617,688,650,671,831,745,746,929,990,1006,1080,956,967,1008,1045,1083
NUTS3,UKN12,Causeway Coast and Glens,NA,Secondary uses total,3139,3490,3456,3623,3687,4071,4220,4591,5020,5210,5757,5441,5369,6023,6156,5976,5812,6056,5989,5979,6231,6325
NUTS3,UKN12,Causeway Coast and Glens,NA,Balance of secondary income,-907,-1110,-1170,-1101,-1081,-1182,-933,-988,-1205,-1299,-1570,-1120,-769,-955,-861,-463,-201,-426,-153,-71,-301,-309
NUTS3,UKN12,Causeway Coast and Glens,B.6g,Gross Disposable Income,7067,7047,7395,7861,8360,9131,9628,10218,11188,11730,11829,11716,12100,12520,13131,13326,13783,14279,15361,15943,16794,17723
NUTS3,UKN13,Antrim and Newtownabbey,B.2g,Operating surplus,1325,1400,1445,1615,1606,1610,1547,1572,1434,1528,1600,1611,1424,1377,1540,1554,1555,1678,1693,1767,1907,1966
NUTS3,UKN13,Antrim and Newtownabbey,B.3g,Mixed income,967,943,1065,1109,1101,1214,1280,1347,1467,1570,1539,1480,1443,1364,1390,1390,1446,1523,1564,1453,1526,1627
NUTS3,UKN13,Antrim and Newtownabbey,D.1,Compensation of employees,6838,6979,7516,7936,8404,8838,9275,9792,10146,10538,11089,11330,11109,11351,11662,11964,12184,12348,12359,12472,12588,12801
NUTS3,UKN13,Antrim and Newtownabbey,D.4,"Property income, received",2277,2209,2033,2485,2264,2444,2407,2583,2763,2769,3347,3323,2648,2579,2466,2488,2420,2528,2483,2409,2288,2287
NUTS3,UKN13,Antrim and Newtownabbey,NA,Primary resources total,11407,11531,12059,13145,13375,14107,14510,15294,15810,16405,17575,17744,16623,16672,17058,17396,17605,18077,18099,18101,18309,18682
NUTS3,UKN13,Antrim and Newtownabbey,D.4,"Property income, paid",375,412,389,491,447,408,405,525,605,620,935,982,305,264,205,301,194,317,243,237,142,224
NUTS3,UKN13,Antrim and Newtownabbey,NA,Primary uses total,375,412,389,491,447,408,405,525,605,620,935,982,305,264,205,301,194,317,243,237,142,224
NUTS3,UKN13,Antrim and Newtownabbey,B.5g,Balance of primary incomes,11031,11119,11670,12654,12927,13698,14104,14769,15205,15785,16640,16762,16318,16408,16853,17094,17412,17760,17856,17864,18167,18458
NUTS3,UKN13,Antrim and Newtownabbey,D.61/D.62,Imputed social contributions/Social benefits received,1980,2027,1959,2078,2120,2388,2717,2983,3308,3438,3636,3856,4113,4398,4483,4712,4909,4929,5014,4980,5034,5153
NUTS3,UKN13,Antrim and Newtownabbey,D.7,"Other current transfers, received",481,605,583,685,592,673,565,628,537,586,782,662,628,806,904,965,1008,823,811,828,825,870
NUTS3,UKN13,Antrim and Newtownabbey,NA,Secondary resources total,2460,2632,2542,2764,2711,3061,3282,3611,3846,4024,4418,4519,4741,5204,5387,5677,5917,5752,5825,5808,5859,6023
NUTS3,UKN13,Antrim and Newtownabbey,D.5,"Current taxes on income, wealth etc",1275,1413,1502,1584,1681,1731,1882,2006,2103,2163,2263,2384,2251,2242,2338,2258,2239,2166,2173,2104,2088,2122
NUTS3,UKN13,Antrim and Newtownabbey,D.61/D.62,Social contributions/Social benefits paid,2348,2323,2358,2582,2636,2992,3155,3382,3543,3688,4041,3899,3732,3999,4012,4199,4115,4034,3955,4183,4239,4099
NUTS3,UKN13,Antrim and Newtownabbey,D.7,"Other current transfers, paid",539,673,649,757,670,771,686,768,688,738,925,823,818,1023,1089,1105,1184,1008,1002,1037,1023,1047
NUTS3,UKN13,Antrim and Newtownabbey,NA,Secondary uses total,4162,4409,4509,4923,4988,5494,5723,6155,6333,6588,7229,7105,6801,7264,7439,7562,7538,7207,7131,7325,7350,7268
NUTS3,UKN13,Antrim and Newtownabbey,NA,Balance of secondary income,-1702,-1777,-1967,-2159,-2277,-2433,-2441,-2544,-2487,-2564,-2811,-2587,-2060,-2060,-2051,-1884,-1621,-1455,-1306,-1517,-1491,-1245
NUTS3,UKN13,Antrim and Newtownabbey,B.6g,Gross Disposable Income,9330,9342,9703,10495,10651,11265,11664,12225,12718,13221,13828,14175,14257,14347,14802,15210,15791,16305,16550,16347,16677,17213
NUTS3,UKN14,Lisburn and Castlereagh,B.2g,Operating surplus,1347,1429,1467,1575,1650,1659,1633,1661,1709,1893,1947,1840,1616,1666,1647,1801,1903,1945,2053,2230,2260,2397
NUTS3,UKN14,Lisburn and Castlereagh,B.3g,Mixed income,816,799,908,963,974,1092,1167,1205,1330,1435,1444,1404,1391,1341,1331,1375,1452,1492,1544,1692,1838,1970
NUTS3,UKN14,Lisburn and Castlereagh,D.1,Compensation of employees,7213,7319,7901,8405,8938,9415,9847,10379,10716,10941,11458,11746,11513,11735,12169,12358,12593,13209,14310,15013,15262,15591
NUTS3,UKN14,Lisburn and Castlereagh,D.4,"Property income, received",2208,2099,1946,2554,2298,2437,2461,2606,2799,2773,3424,3326,2580,2594,2548,2410,2382,2549,2709,2906,2747,2816
NUTS3,UKN14,Lisburn and Castlereagh,NA,Primary resources total,11583,11646,12221,13497,13860,14604,15107,15851,16554,17041,18273,18315,17099,17336,17695,17943,18330,19195,20615,21841,22108,22775
NUTS3,UKN14,Lisburn and Castlereagh,D.4,"Property income, paid",381,421,394,479,459,420,428,555,721,768,1138,1122,347,319,219,349,237,368,295,298,168,273
NUTS3,UKN14,Lisburn and Castlereagh,NA,Primary uses total,381,421,394,479,459,420,428,555,721,768,1138,1122,347,319,219,349,237,368,295,298,168,273
NUTS3,UKN14,Lisburn and Castlereagh,B.5g,Balance of primary incomes,11202,11225,11827,13018,13401,14184,14680,15297,15833,16274,17135,17193,16753,17017,17476,17594,18094,18827,20320,21542,21940,22502
NUTS3,UKN14,Lisburn and Castlereagh,D.61/D.62,Imputed social contributions/Social benefits received,1991,2044,1989,2112,2125,2367,2724,3019,3323,3445,3685,3903,4136,4364,4443,4663,4859,4914,4857,4873,4973,5078
NUTS3,UKN14,Lisburn and Castlereagh,D.7,"Other current transfers, received",486,612,590,695,602,687,576,639,548,596,799,675,638,813,907,973,1020,834,835,868,900,955
NUTS3,UKN14,Lisburn and Castlereagh,NA,Secondary resources total,2478,2657,2579,2807,2728,3054,3299,3658,3871,4040,4483,4578,4774,5176,5350,5636,5880,5747,5692,5741,5873,6033
NUTS3,UKN14,Lisburn and Castlereagh,D.5,"Current taxes on income, wealth etc",1338,1481,1583,1677,1794,1861,2014,2158,2258,2265,2389,2527,2372,2333,2425,2361,2352,2544,2848,2963,3030,3121
NUTS3,UKN14,Lisburn and Castlereagh,D.61/D.62,Social contributions/Social benefits paid,2395,2328,2371,2675,2712,3055,3261,3474,3613,3746,4126,3924,3762,4119,4334,4225,4171,4332,4246,4790,4652,4268
NUTS3,UKN14,Lisburn and Castlereagh,D.7,"Other current transfers, paid",543,679,655,765,680,783,693,773,693,742,936,831,824,1026,1087,1109,1191,1013,1020,1071,1102,1135
NUTS3,UKN14,Lisburn and Castlereagh,NA,Secondary uses total,4276,4488,4609,5117,5186,5699,5967,6405,6564,6753,7451,7282,6958,7479,7847,7695,7714,7889,8114,8823,8784,8524
NUTS3,UKN14,Lisburn and Castlereagh,NA,Balance of secondary income,-1798,-1832,-2030,-2310,-2459,-2645,-2668,-2747,-2693,-2712,-2967,-2704,-2185,-2302,-2497,-2059,-1834,-2141,-2422,-3083,-2911,-2491
NUTS3,UKN14,Lisburn and Castlereagh,B.6g,Gross Disposable Income,9403,9394,9797,10708,10942,11538,12012,12550,13140,13561,14168,14489,14568,14715,14979,15535,16259,16686,17898,18460,19030,20011
NUTS3,UKN15,Mid and East Antrim,B.2g,Operating surplus,1278,1353,1390,1671,1452,1446,1497,1540,1465,1586,1583,1645,1427,1390,1423,1593,1577,1598,1663,1797,1907,1928
NUTS3,UKN15,Mid and East Antrim,B.3g,Mixed income,1097,1068,1197,1236,1197,1306,1380,1471,1616,1728,1657,1577,1516,1435,1432,1453,1508,1577,1637,1551,1623,1723
NUTS3,UKN15,Mid and East Antrim,D.1,Compensation of employees,6510,6702,7193,7531,7968,8350,8795,9294,9669,10193,10781,10993,10799,10988,11371,11550,11790,12278,12484,12703,13245,13721
NUTS3,UKN15,Mid and East Antrim,D.4,"Property income, received",2338,2306,2108,2426,2315,2450,2363,2564,2735,2765,3283,3321,2745,2604,2584,2413,2359,2508,2623,2637,2433,2352
NUTS3,UKN15,Mid and East Antrim,NA,Primary resources total,11223,11429,11889,12865,12932,13553,14034,14870,15484,16272,17304,17536,16487,16416,16811,17009,17234,17962,18407,18688,19208,19724
NUTS3,UKN15,Mid and East Antrim,D.4,"Property income, paid",362,398,374,509,405,367,393,515,619,644,925,1003,306,267,190,310,197,303,239,241,143,221
NUTS3,UKN15,Mid and East Antrim,NA,Primary uses total,362,398,374,509,405,367,393,515,619,644,925,1003,306,267,190,310,197,303,239,241,143,221
NUTS3,UKN15,Mid and East Antrim,B.5g,Balance of primary incomes,10861,11030,11515,12355,12527,13185,13642,14354,14866,15629,16379,16533,16181,16150,16620,16699,17038,17659,18168,18447,19065,19503
NUTS3,UKN15,Mid and East Antrim,D.61/D.62,Imputed social contributions/Social benefits received,1977,2026,1954,2072,2133,2420,2733,2977,3302,3436,3600,3834,4108,4439,4547,4762,4966,4959,5087,5148,5167,5276
NUTS3,UKN15,Mid and East Antrim,D.7,"Other current transfers, received",475,599,576,677,580,658,556,620,532,583,774,655,622,805,902,963,1004,841,833,852,874,928
NUTS3,UKN15,Mid and East Antrim,NA,Secondary resources total,2452,2625,2530,2749,2713,3078,3289,3597,3834,4019,4374,4490,4730,5244,5448,5724,5970,5799,5920,6000,6041,6204
NUTS3,UKN15,Mid and East Antrim,D.5,"Current taxes on income, wealth etc",1222,1360,1437,1505,1584,1618,1768,1878,1970,2071,2173,2278,2162,2171,2276,2188,2168,2155,2166,2188,2206,2274
NUTS3,UKN15,Mid and East Antrim,D.61/D.62,Social contributions/Social benefits paid,2307,2320,2347,2502,2668,2939,3065,3304,3484,3638,3951,3879,3749,3866,4019,4030,3973,3927,3938,4115,4076,3744
NUTS3,UKN15,Mid and East Antrim,D.7,"Other current transfers, paid",533,667,643,750,659,754,674,755,678,729,911,813,811,1021,1085,1101,1178,1023,1022,1059,1079,1112
NUTS3,UKN15,Mid and East Antrim,NA,Secondary uses total,4063,4348,4426,4757,4911,5311,5507,5937,6132,6438,7035,6970,6721,7059,7380,7318,7320,7105,7125,7362,7361,7130
NUTS3,UKN15,Mid and East Antrim,NA,Balance of secondary income,-1611,-1723,-1896,-2008,-2198,-2233,-2218,-2340,-2298,-2419,-2661,-2480,-1991,-1814,-1932,-1594,-1350,-1305,-1205,-1362,-1320,-926
NUTS3,UKN15,Mid and East Antrim,B.6g,Gross Disposable Income,9250,9307,9619,10347,10329,10953,11424,12014,12568,13210,13718,14054,14190,14335,14689,15105,15687,16354,16962,17085,17745,18577
NUTS3,UKN16,Fermanagh and Omagh,B.2g,Operating surplus,1083,1150,1196,1150,1236,1244,1323,1455,1507,1660,1500,1648,1349,1268,1353,1404,1385,1434,1543,1635,1773,1868
NUTS3,UKN16,Fermanagh and Omagh,B.3g,Mixed income,1102,1053,1173,1235,1273,1418,1552,1799,2136,2241,2084,1968,1811,1727,1746,1705,1750,1876,1931,1942,2063,2212
NUTS3,UKN16,Fermanagh and Omagh,D.1,Compensation of employees,4500,4713,5199,5524,5918,6067,6611,7068,7433,8017,8355,8126,8136,8446,8731,8843,8952,8955,9600,9995,10421,10715
NUTS3,UKN16,Fermanagh and Omagh,D.4,"Property income, received",1929,1960,1787,2052,1922,2123,2157,2387,2608,2683,3148,3102,2577,2678,2562,2453,2316,2634,2737,2617,2553,2683
NUTS3,UKN16,Fermanagh and Omagh,NA,Primary resources total,8614,8875,9355,9960,10349,10852,11642,12709,13685,14601,15087,14844,13873,14120,14392,14405,14403,14899,15811,16190,16809,17477
NUTS3,UKN16,Fermanagh and Omagh,D.4,"Property income, paid",308,340,323,353,347,318,350,489,639,675,878,1006,290,244,182,274,174,273,223,221,135,218
NUTS3,UKN16,Fermanagh and Omagh,NA,Primary uses total,308,340,323,353,347,318,350,489,639,675,878,1006,290,244,182,274,174,273,223,221,135,218
NUTS3,UKN16,Fermanagh and Omagh,B.5g,Balance of primary incomes,8306,8536,9032,9608,10003,10534,11292,12220,13046,13926,14209,13838,13583,13875,14210,14131,14229,14626,15588,15968,16673,17260
